id,created_at,text,retweet_count,tweet.retweeted
845769886517350400,2017-03-25 22:50:29,c.B5 | Ink drawings about Women https://t.co/p8KrgX1l6u,0,False
845739613733969921,2017-03-25 20:50:11,8.c.PP Cou | Menus about Couples https://t.co/EyKHcDF2oV,0,False
845709443471945728,2017-03-25 18:50:18,N9.4 | Stipple engravings of Great Britain https://t.co/KDVh2oyfUb,0,False
845679220885991425,2017-03-25 16:50:12,171.N0 Pla | Atlases about Planing-mills https://t.co/5lfiT8IByg,0,False
845649072493088768,2017-03-25 14:50:24,"r.8 | Maps about Drake, Francis, Sir, 1540?-1596 https://t.co/5xdfYUTtWO",0,False
845618887441944578,2017-03-25 12:50:28,x.ZD | specimens about Type specimens https://t.co/4hHRKeejhK,0,False
845558553221959680,2017-03-25 08:50:43,3+PS:J3 | Portraits about Male dancers https://t.co/X3xeLtogqs,0,False
845528393110183936,2017-03-25 06:50:52,VI.219.7 | Cartes de visite about Women domestics https://t.co/8KKbcyUOm8,0,False
845498093193887744,2017-03-25 04:50:28,"b*637 Blo | Wood engravings about Blount, William, 1749-1800 https://t.co/6CYLgrF9Qv",0,False
845467915528876032,2017-03-25 02:50:33,U2.g Pas | Atlases about Passaic County (N.J.) https://t.co/nHB5mVplj2,0,False
845437689642012673,2017-03-25 00:50:27,"l.G6*2 Joh | Engravings about John, King of England, 1167-1216 https://t.co/rjFcytfQLV",0,False
845407477525032960,2017-03-24 22:50:24,"623.c | Watercolors about Hampton, Wade, 1752-1835 https://t.co/CcFcgAwX3g",0,False
845377327571877888,2017-03-24 20:50:35,5.E4 Hor | Lithograph --hand  colored about Horses https://t.co/UPhGX2Q2ly,0,False
845347105648644100,2017-03-24 18:50:30,802:8.WQ New | Ink drawings of New Jersey https://t.co/Vri2YAcbBt,0,False
845316923546128384,2017-03-24 16:50:34,x*W2.ET Cal | Mathematics about Calculus https://t.co/9J53OOGbs9,0,False
845286686129049600,2017-03-24 14:50:25,b.CK+F6 | Photographs of Delhi https://t.co/CpS47YLdRu,0,False
845256615020433408,2017-03-24 12:50:55,V5.v Map | Drawings of Maps https://t.co/YhmeiIoJHF,0,False
845196133127282689,2017-03-24 08:50:35,f.CR Ant | Chromolithograph SEE ALSO color lithograph about Antiquities https://t.co/RECLnjHyj4,0,False
845165863464427522,2017-03-24 06:50:18,"543.CB.w | Lithographs about Borri, Carolina Pochini, 1836-1901 https://t.co/9CjUyI0qev",0,False
845135807354617857,2017-03-24 04:50:52,"171.Y2:h Off | Caricatures and cartoons about Offenbach, Jacques, 1819-1880 https://t.co/8whboc1UXE",0,False
845105542720880640,2017-03-24 02:50:37,"c.AI Dou | Inscriptions about Douglass, Frederick, 1818-1895 https://t.co/8SpAwcZ00h",0,False
845075293039742976,2017-03-24 00:50:25,7:JL.N7 Chu | Illustrations about Church of the Holy Sepulchre (Jerusalem) https://t.co/Jjlo6eQUve,0,False
845045158467026944,2017-03-23 22:50:40,833.E9 | geratin printing-out papers about Brooklyn Bridegrooms (Baseball team) https://t.co/Lx9M7fJ0MK,0,False
845015002281115648,2017-03-23 20:50:50,SH.619.4 | Wood engraving about Sailboats https://t.co/sEsChXe6cc,0,False
844984745620623360,2017-03-23 18:50:37,"r*Z9.QZ | Lithographs about Trumbull, Jonathan, 1710-1785 https://t.co/HbjKKVTDgT",0,False
844954474238103556,2017-03-23 16:50:19,"I7.AM Tou | Photographs about Tour Saint-Jacques (Paris, France) https://t.co/2UZ1B44DFC",0,False
844924284137017345,2017-03-23 14:50:21,q.0 | Etchings of Susquehanna River https://t.co/Zg6EU0NtQr,0,False
844894069226647553,2017-03-23 12:50:18,"0.s | Menus about Grant, Ulysses S. (Ulysses Simpson), 1822-1885 https://t.co/ogDfd0VurO",0,False
844863961962954752,2017-03-23 10:50:40,AM:v.586 Phi | Illustrations of Philae https://t.co/ligwhrDcn9,0,False
844833707022176256,2017-03-23 08:50:26,"Y3.535 Gre | Lithographs about Greeley, Horace, 1811-1872 https://t.co/THjLnMjSl8",0,False
844803553872916484,2017-03-23 06:50:37,EE.O0 Cat | wood engraving of Catalonia (Spain) https://t.co/War09cAyqH,0,False
844773364199673862,2017-03-23 04:50:39,D1.3+YX | Engraving of Connecticut https://t.co/fMdq6naidL,0,False
844743079915606016,2017-03-23 02:50:19,"3:ME+E0 Dic | Photomechanical prints about Dickinson, John, 1732-1808 https://t.co/2yGSOA086r",0,False
844712980046643206,2017-03-23 00:50:43,"g+208.9 Coc | Wood engravings about Cochran, John, 1730-1807 https://t.co/viWrZX3IDZ",0,False
844682809230999552,2017-03-22 22:50:49,u:C0 | Postcards of San Francisco Peaks (Ariz.) https://t.co/kMOh9JNvb0,0,False
844652512493883392,2017-03-22 20:50:26,Q4.p Tem | Wood engraving about Temples https://t.co/xwjNDY3NJz,0,False
844622450625335297,2017-03-22 18:50:59,994.p.0 Mil | lithograph - hand-colored about Military uniforms https://t.co/7MsxmDFsOo,0,False
844592171680481280,2017-03-22 16:50:40,828.4 | Stereoscopic views about National Academy of Design (U.S.) https://t.co/LRV1wIDiOd,0,False
844562016924766209,2017-03-22 14:50:50,180:Q9.v | Menus about Erie Railroad Company https://t.co/xY61lcN8QE,0,False
844531790408794114,2017-03-22 12:50:44,"PU:J5:1 | lithograph about Ramesseum (Thebes, Egypt) https://t.co/Z3WcaoVCKa",0,False
844501549074255873,2017-03-22 10:50:34,"y*4 Web | Menus about Webster, Daniel, 1782-1852 https://t.co/d3O1hVShyP",0,False
844471333622861825,2017-03-22 08:50:30,"b:9 Bro | Engravings of Brooklyn Heights (New York, N.Y.) https://t.co/9iOIU2Jm4W",0,False
844441101008293889,2017-03-22 06:50:22,923+4 | Steel engraving of Jerusalem https://t.co/r83xu1zE6B,0,False
844410908206075904,2017-03-22 04:50:23,Q6.c*3 Ben | Illustrations of Beni Hasan (Egypt) https://t.co/f7vGfNWP6r,0,False
844380731396816897,2017-03-22 02:50:28,YV.350 Bui | Photographic prints about Buildings https://t.co/KWuqFqS5mv,0,False
844350574468501504,2017-03-22 00:50:38,w+P2:RD | Portrait photographs about Costume--China https://t.co/N4JZCS2nLz,0,False
844320358303981568,2017-03-21 22:50:34,"L2+540:PP | Stipple engravings about Hood, Samuel Hood, Viscount, 1724-1816 https://t.co/BwbgSgDydJ",0,False
844290157402640384,2017-03-21 20:50:34,"JJ.S2 Hor | watercolor about Hornes, Willem Adriaan, graaf van, d. 1694 https://t.co/5VwpWDIsvv",0,False
844260102777507840,2017-03-21 18:51:08,5.o | Ink drawings of Florence https://t.co/5KHbZhHGFr,0,False
844229723475664900,2017-03-21 16:50:25,T6:998.j | Wood engravings about Pilgrims https://t.co/Lk8PXYumI0,0,False
844199553821806592,2017-03-21 14:50:32,OO.O9.826 New | Illustrations of New York (State) https://t.co/oaSCBzlb5L,0,False
