id,created_at,text,retweet_count,tweet.retweeted
581579045751660544,2015-03-27 22:10:24,User 824951 | @scottymoon | Created Fri Mar 09 05:43:58 2007,0,False
581578525590818817,2015-03-27 22:08:20,User 824941 | @michaelGregoire | Created Fri Mar 09 05:43:08 2007,0,False
581576529731260416,2015-03-27 22:00:24,User 824891 | @ppenner | Created Fri Mar 09 05:41:03 2007,0,False
581576025039114242,2015-03-27 21:58:24,User 824881 | @LuisGyG | Created Fri Mar 09 05:40:17 2007,0,False
581575524612485122,2015-03-27 21:56:24,User 824871 | @MJRingstrom | Created Fri Mar 09 05:39:30 2007,0,False
581572692123496448,2015-03-27 21:45:09,User 824721 | @aamir | Created Fri Mar 09 05:35:28 2007,0,False
581572091264258049,2015-03-27 21:42:46,User 824691 | @hokiewalrus | Created Fri Mar 09 05:32:55 2007,0,False
581571493517242368,2015-03-27 21:40:23,User 824671 | @soapaintnice | Created Fri Mar 09 05:32:18 2007,0,False
581571216215011329,2015-03-27 21:39:17,User 824661 | @infinitejest | Created Fri Mar 09 05:31:43 2007,0,False
581567563253071872,2015-03-27 21:24:46,User 824481 | @BillCullifer | Created Fri Mar 09 05:22:09 2007,0,False
581567057638100992,2015-03-27 21:22:46,User 824461 | @jdharper | Created Fri Mar 09 05:21:55 2007,0,False
581566811617005568,2015-03-27 21:21:47,User 824441 | @eyedar | Created Fri Mar 09 05:21:09 2007,0,False
581565142019809281,2015-03-27 21:15:09,User 824361 | @music_note | Created Fri Mar 09 05:17:18 2007,0,False
581564637528883200,2015-03-27 21:13:09,User 824331 | @danmessing | Created Fri Mar 09 05:14:56 2007,0,False
581564099877834752,2015-03-27 21:11:01,User 824301 | @TFox | Created Fri Mar 09 05:13:45 2007,0,False
581562865938751488,2015-03-27 21:06:06,User 824221 | @ObsoletePower | Created Fri Mar 09 05:04:44 2007,0,False
581562394142515200,2015-03-27 21:04:14,User 824219 | @Charlessipe | Created Fri Mar 09 04:57:44 2007,0,False
581561865563672576,2015-03-27 21:02:08,User 824214 | @jutecht | Created Fri Mar 09 04:55:44 2007,0,False
581561346795409408,2015-03-27 21:00:04,User 824211 | @bokardo | Created Fri Mar 09 04:54:12 2007,0,False
581560840777793538,2015-03-27 20:58:03,User 824210 | @waiphyok | Created Fri Mar 09 04:53:41 2007,0,False
581560349448642561,2015-03-27 20:56:06,User 824209 | @ryanamontoya | Created Fri Mar 09 04:53:28 2007,0,False
581559856345272321,2015-03-27 20:54:09,User 824207 | @ardramjam | Created Fri Mar 09 04:53:04 2007,0,False
581559399635910657,2015-03-27 20:52:20,User 824204 | @andystandfield | Created Fri Mar 09 04:52:30 2007,0,False
581558838287056896,2015-03-27 20:50:06,User 824196 | @gino_silver | Created Fri Mar 09 04:49:31 2007,0,False
581558365299572736,2015-03-27 20:48:13,User 824194 | @lakingaz | Created Fri Mar 09 04:48:37 2007,0,False
581557832660684800,2015-03-27 20:46:06,User 824189 | @Kathe_1 | Created Fri Mar 09 04:45:10 2007,0,False
581557405940596736,2015-03-27 20:44:25,User 824187 | @WallSt543 | Created Fri Mar 09 04:43:53 2007,0,False
581556819472044032,2015-03-27 20:42:05,User 824177 | @Jerseydiablo | Created Fri Mar 09 04:36:46 2007,0,False
581556357536550914,2015-03-27 20:40:15,User 824176 | @cindybuyer | Created Fri Mar 09 04:36:36 2007,0,False
581555839967879169,2015-03-27 20:38:11,User 824170 | @amhahn | Created Fri Mar 09 04:34:24 2007,0,False
581555306259464192,2015-03-27 20:36:04,User 824168 | @jammerb | Created Fri Mar 09 04:33:02 2007,0,False
581554802435448832,2015-03-27 20:34:04,User 824167 | @AndyMartinez | Created Fri Mar 09 04:32:40 2007,0,False
581554297571274752,2015-03-27 20:32:03,User 824166 | @zer | Created Fri Mar 09 04:32:39 2007,0,False
581553852798910464,2015-03-27 20:30:17,User 824165 | @lilstace121 | Created Fri Mar 09 04:31:58 2007,0,False
581553291160612864,2015-03-27 20:28:04,User 824158 | @BeckyJo | Created Fri Mar 09 04:29:39 2007,0,False
581552791103135744,2015-03-27 20:26:04,User 824157 | @mathewi | Created Fri Mar 09 04:29:32 2007,0,False
581552286910005248,2015-03-27 20:24:04,User 824156 | @marythomaz | Created Fri Mar 09 04:28:29 2007,0,False
581551781760618496,2015-03-27 20:22:04,User 824155 | @rocknrolltv | Created Fri Mar 09 04:28:25 2007,0,False
581551297607917568,2015-03-27 20:20:08,User 824154 | @ragar01 | Created Fri Mar 09 04:28:20 2007,0,False
581550795587452928,2015-03-27 20:18:09,User 824151 | @AkaDror | Created Fri Mar 09 04:27:23 2007,0,False
581550292593979393,2015-03-27 20:16:09,User 824148 | @csdunklee | Created Fri Mar 09 04:27:05 2007,0,False
581549807447228416,2015-03-27 20:14:13,User 824145 | @tears | Created Fri Mar 09 04:26:30 2007,1,False
581549307381284864,2015-03-27 20:12:14,User 824140 | @Codered22 | Created Fri Mar 09 04:23:01 2007,0,False
581548783550525440,2015-03-27 20:10:09,User 824135 | @ngabear1 | Created Fri Mar 09 04:21:20 2007,0,False
581548268309626880,2015-03-27 20:08:06,User 824132 | @dcyborg | Created Fri Mar 09 04:19:52 2007,0,False
581547775751536640,2015-03-27 20:06:09,User 824130 | @Batona | Created Fri Mar 09 04:19:00 2007,0,False
581547264008667136,2015-03-27 20:04:07,User 824127 | @lanmbui | Created Fri Mar 09 04:17:26 2007,0,False
581546750239985664,2015-03-27 20:02:04,User 824125 | @Samm | Created Fri Mar 09 04:13:08 2007,0,False
581546342163587072,2015-03-27 20:00:27,User 824124 | @ragoerlich | Created Fri Mar 09 04:12:53 2007,0,False
581545742579425280,2015-03-27 19:58:04,User 824113 | @hoyin0203 | Created Fri Mar 09 04:06:49 2007,0,False
581545237488799745,2015-03-27 19:56:03,User 824112 | @sreekanth | Created Fri Mar 09 04:06:14 2007,0,False
581544737435447296,2015-03-27 19:54:04,User 824111 | @clevertrou | Created Fri Mar 09 04:06:01 2007,0,False
581544241924542464,2015-03-27 19:52:06,User 824110 | @whalt | Created Fri Mar 09 04:05:55 2007,0,False
581543794811768833,2015-03-27 19:50:19,User 824108 | @emilycagwin | Created Fri Mar 09 04:05:23 2007,0,False
581543237330010112,2015-03-27 19:48:06,User 824100 | @arun_alban | Created Fri Mar 09 04:02:39 2007,0,False
581542778242482176,2015-03-27 19:46:17,User 824098 | @suzieaim | Created Fri Mar 09 04:01:50 2007,0,False
581542246065049600,2015-03-27 19:44:10,User 824091 | @nkabir | Created Fri Mar 09 03:59:36 2007,0,False
581541734032760832,2015-03-27 19:42:08,User 824087 | @LPT | Created Fri Mar 09 03:57:45 2007,0,False
581541231584477186,2015-03-27 19:40:08,User 824084 | @bubbasan | Created Fri Mar 09 03:55:52 2007,0,False
581540758215376897,2015-03-27 19:38:15,User 824081 | @senorfreezy | Created Fri Mar 09 03:54:49 2007,0,False
581540226713169921,2015-03-27 19:36:09,User 824075 | @rarestorms | Created Fri Mar 09 03:50:39 2007,1,False
581539723740618752,2015-03-27 19:34:09,User 824072 | @ChrisCree | Created Fri Mar 09 03:48:45 2007,0,False
581539229567750144,2015-03-27 19:32:11,User 824069 | @vectorlyme | Created Fri Mar 09 03:47:59 2007,0,False
581538726456737792,2015-03-27 19:30:11,User 824065 | @yuvipanda | Created Fri Mar 09 03:46:05 2007,0,False
581538210754465793,2015-03-27 19:28:08,User 824061 | @QYV | Created Fri Mar 09 03:43:55 2007,0,False
581537737959960576,2015-03-27 19:26:15,User 824058 | @citywill | Created Fri Mar 09 03:42:45 2007,0,False
581537243363483649,2015-03-27 19:24:17,User 824052 | @tasken | Created Fri Mar 09 03:38:13 2007,0,False
581536702315044864,2015-03-27 19:22:08,User 824045 | @vicartrout | Created Fri Mar 09 03:35:41 2007,0,False
581536236122292225,2015-03-27 19:20:17,User 824042 | @sumofiber | Created Fri Mar 09 03:34:56 2007,0,False
581535704334876672,2015-03-27 19:18:10,User 824035 | @chevik | Created Fri Mar 09 03:30:14 2007,0,False
581535174292291584,2015-03-27 19:16:04,User 824031 | @xrd | Created Fri Mar 09 03:25:36 2007,0,False
581534668434096128,2015-03-27 19:14:04,User 824030 | @parths | Created Fri Mar 09 03:25:22 2007,0,False
581534176089899008,2015-03-27 19:12:06,User 824029 | @ggaallzz | Created Fri Mar 09 03:24:30 2007,0,False
581533666049986560,2015-03-27 19:10:05,User 824027 | @Dreadlox | Created Fri Mar 09 03:24:05 2007,0,False
581533189912559616,2015-03-27 19:08:11,User 824026 | @jacket | Created Fri Mar 09 03:23:43 2007,0,False
581532676194205696,2015-03-27 19:06:09,User 824022 | @mialoira | Created Fri Mar 09 03:22:56 2007,0,False
581532287323500544,2015-03-27 19:04:36,User 824019 | @dfunes | Created Fri Mar 09 03:22:05 2007,0,False
581531649881542656,2015-03-27 19:02:04,User 824004 | @tcroberts | Created Fri Mar 09 03:17:05 2007,0,False
581531157663223808,2015-03-27 19:00:06,User 824003 | @rmaxseiner | Created Fri Mar 09 03:16:49 2007,0,False
581530644389429248,2015-03-27 18:58:04,User 824001 | @chrisfr323 | Created Fri Mar 09 03:16:30 2007,0,False
581530142813642752,2015-03-27 18:56:05,User 824000 | @aallgor | Created Fri Mar 09 03:16:13 2007,0,False
581529666479108096,2015-03-27 18:54:11,User 823999 | @ericeggertson | Created Fri Mar 09 03:16:01 2007,0,False
581529163464622082,2015-03-27 18:52:11,User 823995 | @Jonis | Created Fri Mar 09 03:15:09 2007,0,False
581528630511157248,2015-03-27 18:50:04,User 823991 | @mrweid | Created Fri Mar 09 03:13:38 2007,0,False
581528125831581698,2015-03-27 18:48:04,User 823990 | @thebmatt | Created Fri Mar 09 03:13:21 2007,0,False
581527633973886977,2015-03-27 18:46:06,User 823989 | @StephanieGB | Created Fri Mar 09 03:13:16 2007,0,False
581527137024401408,2015-03-27 18:44:08,User 823987 | @robsgarcia | Created Fri Mar 09 03:12:51 2007,0,False
581526626372059137,2015-03-27 18:42:06,User 823984 | @sboogie | Created Fri Mar 09 03:11:56 2007,0,False
581526115732340736,2015-03-27 18:40:04,User 823982 | @b3 | Created Fri Mar 09 03:11:13 2007,0,False
581525610306146304,2015-03-27 18:38:04,User 823981 | @bbbbbbbbbbbbbbb | Created Fri Mar 09 03:11:05 2007,0,False
581525202129010688,2015-03-27 18:36:27,User 823980 | @Skud | Created Fri Mar 09 03:11:04 2007,0,False
581524649906929664,2015-03-27 18:34:15,User 823969 | @cleve360 | Created Fri Mar 09 03:09:07 2007,0,False
581524173643730945,2015-03-27 18:32:21,User 823963 | @CaptainSpadge | Created Fri Mar 09 03:07:29 2007,0,False
581523607517528064,2015-03-27 18:30:06,User 823954 | @rubrnek | Created Fri Mar 09 03:04:05 2007,0,False
581523093010718720,2015-03-27 18:28:04,User 823952 | @christianxrojas | Created Fri Mar 09 03:03:42 2007,0,False
581522616994926592,2015-03-27 18:26:10,User 823951 | @gameczd1 | Created Fri Mar 09 03:03:22 2007,0,False
581522087933788160,2015-03-27 18:24:04,User 823947 | @RedPaperHeart | Created Fri Mar 09 03:01:53 2007,0,False
581521582843105282,2015-03-27 18:22:04,User 823946 | @brianspears | Created Fri Mar 09 03:01:39 2007,0,False
581521136808255488,2015-03-27 18:20:17,User 823945 | @drieman | Created Fri Mar 09 03:01:31 2007,0,False
581520680077914112,2015-03-27 18:18:28,User 823938 | @lawyerlynn | Created Fri Mar 09 03:00:26 2007,0,False
581520076588904448,2015-03-27 18:16:05,User 823926 | @polar87bear | Created Fri Mar 09 02:57:46 2007,0,False
581519607204331520,2015-03-27 18:14:13,User 823925 | @iwidji | Created Fri Mar 09 02:56:55 2007,0,False
581519199429873664,2015-03-27 18:12:35,User 823920 | @jeffbaier | Created Fri Mar 09 02:56:14 2007,0,False
581518592228892672,2015-03-27 18:10:11,User 823905 | @wordpressdotcom | Created Fri Mar 09 02:49:36 2007,1,False
581518118067040256,2015-03-27 18:08:18,User 823901 | @ndeward | Created Fri Mar 09 02:47:50 2007,0,False
581517569095544833,2015-03-27 18:06:07,User 823895 | @Shanon | Created Fri Mar 09 02:45:33 2007,0,False
581517070799605760,2015-03-27 18:04:08,User 823893 | @docancan | Created Fri Mar 09 02:44:59 2007,0,False
581516568124866561,2015-03-27 18:02:08,User 823890 | @stangrunner | Created Fri Mar 09 02:42:19 2007,0,False
581516094831218688,2015-03-27 18:00:15,User 823887 | @PattyCCPL | Created Fri Mar 09 02:40:47 2007,0,False
581515627594145793,2015-03-27 17:58:24,User 823881 | @L_Gourd | Created Fri Mar 09 02:38:34 2007,0,False
581515051200352256,2015-03-27 17:56:06,User 823871 | @mariposalily | Created Fri Mar 09 02:31:58 2007,0,False
581514603978469377,2015-03-27 17:54:20,User 823869 | @jrathnam | Created Fri Mar 09 02:31:30 2007,0,False
581514031644704769,2015-03-27 17:52:03,User 823861 | @niv | Created Fri Mar 09 02:29:07 2007,0,False
581513531616575488,2015-03-27 17:50:04,User 823860 | @LAFD | Created Fri Mar 09 02:28:46 2007,0,False
581513055323979776,2015-03-27 17:48:11,User 823859 | @djweinstein | Created Fri Mar 09 02:28:21 2007,0,False
581512534986981376,2015-03-27 17:46:06,User 823855 | @brabago | Created Fri Mar 09 02:26:27 2007,0,False
581512040939945984,2015-03-27 17:44:09,User 823853 | @jessica_mckee | Created Fri Mar 09 02:24:30 2007,0,False
581511546049810432,2015-03-27 17:42:11,User 823850 | @drdocktorson | Created Fri Mar 09 02:23:22 2007,0,False
581511033736560640,2015-03-27 17:40:09,User 823846 | @RodKenobi | Created Fri Mar 09 02:21:45 2007,0,False
581510519053488128,2015-03-27 17:38:06,User 823843 | @spatialist | Created Fri Mar 09 02:19:23 2007,0,False
581510046791663617,2015-03-27 17:36:13,User 823841 | @fha66 | Created Fri Mar 09 02:18:43 2007,0,False
581509503625072641,2015-03-27 17:34:04,User 823836 | @xn | Created Fri Mar 09 02:15:40 2007,0,False
581509019577237504,2015-03-27 17:32:08,User 823835 | @Dave_J | Created Fri Mar 09 02:15:11 2007,0,False
581508554252816384,2015-03-27 17:30:17,User 823832 | @kaneraz | Created Fri Mar 09 02:13:53 2007,0,False
581508014663962624,2015-03-27 17:28:09,User 823825 | @MitchWagner | Created Fri Mar 09 02:09:26 2007,0,False
581507499972521984,2015-03-27 17:26:06,User 823822 | @Vretallin | Created Fri Mar 09 02:08:00 2007,0,False
581506997922713600,2015-03-27 17:24:06,User 823820 | @dpflanz | Created Fri Mar 09 02:07:21 2007,0,False
581506484359565312,2015-03-27 17:22:04,User 823818 | @lorebetta | Created Fri Mar 09 02:05:33 2007,0,False
581505991637929984,2015-03-27 17:20:06,User 823817 | @kjax | Created Fri Mar 09 02:04:58 2007,0,False
581505486077497344,2015-03-27 17:18:06,User 823815 | @rudi | Created Fri Mar 09 02:04:27 2007,0,False
581504975332851712,2015-03-27 17:16:04,User 823813 | @alyssaG | Created Fri Mar 09 02:03:56 2007,0,False
581504507030437888,2015-03-27 17:14:12,User 823812 | @CareerJoy | Created Fri Mar 09 02:03:16 2007,0,False
581503968628592640,2015-03-27 17:12:04,User 823807 | @martha | Created Fri Mar 09 02:01:53 2007,0,False
581503464318046208,2015-03-27 17:10:04,User 823806 | @JustinLeung | Created Fri Mar 09 02:01:43 2007,0,False
581503038692671489,2015-03-27 17:08:22,User 823805 | @movie_pundit | Created Fri Mar 09 02:01:14 2007,0,False
581502493546438657,2015-03-27 17:06:12,User 823796 | @weaverh | Created Fri Mar 09 01:59:16 2007,0,False
581501993530839040,2015-03-27 17:04:13,User 823791 | @cschang | Created Fri Mar 09 01:55:43 2007,0,False
581501462171099136,2015-03-27 17:02:07,User 823786 | @Branduno | Created Fri Mar 09 01:53:23 2007,0,False
581500993310949376,2015-03-27 17:00:15,User 823784 | @samafunk | Created Fri Mar 09 01:52:59 2007,0,False
581500500631269376,2015-03-27 16:58:17,User 823778 | @milessims | Created Fri Mar 09 01:50:06 2007,0,False
581499939487936512,2015-03-27 16:56:03,User 823771 | @Rebbeca | Created Fri Mar 09 01:47:30 2007,0,False
581499485743898624,2015-03-27 16:54:15,User 823770 | @mencall | Created Fri Mar 09 01:47:23 2007,0,False
581498936231358464,2015-03-27 16:52:04,User 823764 | @pth | Created Fri Mar 09 01:45:14 2007,0,False
581498461234810880,2015-03-27 16:50:11,User 823763 | @Kalei | Created Fri Mar 09 01:42:22 2007,0,False
581497948745441280,2015-03-27 16:48:09,User 823759 | @EpicBeer | Created Fri Mar 09 01:38:59 2007,0,False
581497462722035713,2015-03-27 16:46:13,User 823756 | @crearp | Created Fri Mar 09 01:34:55 2007,0,False
581496932205355008,2015-03-27 16:44:06,User 823751 | @sergiopereira | Created Fri Mar 09 01:32:14 2007,0,False
581496417174339584,2015-03-27 16:42:04,User 823749 | @xenocore | Created Fri Mar 09 01:30:50 2007,0,False
581496017129996288,2015-03-27 16:40:28,User 823748 | @jasontromm | Created Fri Mar 09 01:30:40 2007,0,False
581495455424581632,2015-03-27 16:38:14,User 823736 | @primalux | Created Fri Mar 09 01:19:15 2007,0,False
581494908806164480,2015-03-27 16:36:04,User 823730 | @temas | Created Fri Mar 09 01:16:41 2007,0,False
581494434199666688,2015-03-27 16:34:11,User 823729 | @davebryan | Created Fri Mar 09 01:16:33 2007,0,False
581493910398201856,2015-03-27 16:32:06,User 823725 | @bbttxu | Created Fri Mar 09 01:15:05 2007,1,False
581493530373287936,2015-03-27 16:30:35,User 823723 | @srinim1990 | Created Fri Mar 09 01:14:15 2007,0,False
581492904658628608,2015-03-27 16:28:06,User 823708 | @g33kgurli | Created Fri Mar 09 01:10:04 2007,0,False
581492448981082112,2015-03-27 16:26:18,User 823706 | @thatto | Created Fri Mar 09 01:08:59 2007,0,False
581491903721537536,2015-03-27 16:24:08,User 823699 | @matason | Created Fri Mar 09 01:05:02 2007,0,False
581491386203168769,2015-03-27 16:22:04,User 823697 | @digitalsadhu | Created Fri Mar 09 01:04:18 2007,0,False
581490910296424448,2015-03-27 16:20:11,User 823696 | @apollopeeps | Created Fri Mar 09 01:03:53 2007,0,False
581490390752194560,2015-03-27 16:18:07,User 823692 | @anareczek | Created Fri Mar 09 01:03:02 2007,0,False
581489872856358913,2015-03-27 16:16:03,User 823690 | @brittacopt | Created Fri Mar 09 01:02:51 2007,0,False
581489389462753280,2015-03-27 16:14:08,User 823689 | @StrictlyCircus | Created Fri Mar 09 01:02:49 2007,0,False
581488896644657153,2015-03-27 16:12:11,User 823686 | @psoup | Created Fri Mar 09 01:01:57 2007,0,False
581488488752787456,2015-03-27 16:10:33,User 823682 | @RobbieG | Created Fri Mar 09 01:01:27 2007,0,False
581487869937762304,2015-03-27 16:08:06,User 823668 | @duka | Created Fri Mar 09 00:57:40 2007,0,False
581487394467241985,2015-03-27 16:06:13,User 823666 | @vithefiddler | Created Fri Mar 09 00:55:44 2007,0,False
581486903075184640,2015-03-27 16:04:15,User 823661 | @lencioni | Created Fri Mar 09 00:52:59 2007,1,False
581486352354664448,2015-03-27 16:02:04,User 823655 | @jwsokol | Created Fri Mar 09 00:50:55 2007,0,False
581485911478804480,2015-03-27 16:00:19,User 823654 | @CanuckMackem | Created Fri Mar 09 00:50:35 2007,0,False
581485393029267456,2015-03-27 15:58:15,User 823646 | @bbolman | Created Fri Mar 09 00:47:35 2007,0,False
581484862214922240,2015-03-27 15:56:09,User 823640 | @mushuf00 | Created Fri Mar 09 00:44:06 2007,0,False
581484345988354048,2015-03-27 15:54:06,User 823637 | @crcz71 | Created Fri Mar 09 00:42:57 2007,0,False
581483912574185472,2015-03-27 15:52:22,User 823635 | @robfay | Created Fri Mar 09 00:42:05 2007,0,False
581483360712818688,2015-03-27 15:50:11,User 823628 | @suqu | Created Fri Mar 09 00:40:40 2007,0,False
581482896420126720,2015-03-27 15:48:20,User 823626 | @noni | Created Fri Mar 09 00:39:41 2007,0,False
581482338128891905,2015-03-27 15:46:07,User 823621 | @kgs | Created Fri Mar 09 00:37:18 2007,0,False
581481861697953792,2015-03-27 15:44:13,User 823619 | @Smilewen_ | Created Fri Mar 09 00:36:16 2007,0,False
581481317210132480,2015-03-27 15:42:04,User 823616 | @dlh_downunder | Created Fri Mar 09 00:34:46 2007,0,False
581480850287685632,2015-03-27 15:40:12,User 823615 | @bleything | Created Fri Mar 09 00:34:34 2007,0,False
581480309310562304,2015-03-27 15:38:03,User 823610 | @jacquette | Created Fri Mar 09 00:32:53 2007,0,False
581479805645885440,2015-03-27 15:36:03,User 823609 | @ferchu | Created Fri Mar 09 00:32:45 2007,0,False
581479364753231872,2015-03-27 15:34:18,User 823608 | @sarabara | Created Fri Mar 09 00:32:13 2007,0,False
